mixing_time,temperature,pH,dissolved_oxygen,yield
86.18101782710437,36.28798351313437,7.176214339157917,59.25837929204336,48.750555300291595
172.60714596148742,37.221729317199944,7.149826403530502,24.8019541859562,45.001773717169485
139.79909127171078,37.040643719160634,6.676603358930686,34.53978868722434,46.170628693456166
119.79877262955549,34.61559961877509,7.338057923924641,66.42076078875505,42.12017888982655
53.40279606636548,34.596997878965894,7.054777761725456,51.72115122072918,32.10055924303644
53.39917805043039,35.072697470979655,6.890980416908548,75.67814370722269,41.586391634559305
38.71254182522992,35.44429890536415,7.205230866796246,45.72508450048126,47.30475933486673
159.92642186624028,35.63382232563393,6.805892366721307,72.18874194883539,44.99485271853574
120.16725176148132,36.71878886733338,7.1548078696370565,46.93732624869425,53.04691617046883
136.21088666940682,34.22672172866334,6.631768966057797,78.75489672211911,22.634513973605394
33.08767414437037,34.138690816904266,7.271526430087418,77.5900628839326,38.76833294828796
175.48647782429916,35.56764225177564,6.9585366776170545,39.748202333364816,51.22962013920681
154.86639612006326,36.78865476855192,7.109354331486354,73.15542022500819,46.83013462060575
61.85086660174142,34.77374137182593,6.776990255845346,70.85668245293895,36.168071772341925
57.273745081065094,36.56601792502501,7.141658970126759,32.64082383965377,49.33075691098753
57.51067647801507,35.0393125517612,7.217792220714621,57.45742404699618,53.106295566984855
75.63633644393066,37.54434443525407,6.978570549507519,24.36093893538889,47.16670192744131
108.71346474483568,37.582759777066464,7.094181539249435,70.2026432350077,50.84585027647711
94.79175279631737,35.18914881712531,6.965060739057919,30.472753010209793,48.44980383151306
73.68437102970628,34.91997501585296,7.315273095406277,24.248882083145872,35.754128542498265
121.77793420835692,35.64521588826493,6.9982953444114555,44.01314573232867,43.72338750587407
50.92407909780627,34.962126340720594,7.273446967223055,54.61532831597861,44.16157828055979
73.82169728028272,36.68953537316681,7.241081646616199,71.29501751358626,45.52610128358002
84.95427649405376,37.30425873819314,6.928403857078685,78.45455153130419,45.35538921045223
98.41049763255539,36.692368523644866,6.78406759348598,46.36955075419182,52.74174880442756
147.77639420895204,37.2974017889974,6.924865706047816,23.626815379116213,51.61827362670252
59.95106732375396,35.5879686488299,7.260973900620177,64.94693474155224,53.767086123442695
107.13516576204174,34.625267882835445,6.782106028655513,53.910395373436245,42.118817504239686
118.86218532930637,36.95180378959037,7.019549076686199,46.87348069066779,42.9876118989211
36.96756190799966,35.441898020566214,7.244877398368598,38.55613272753138,54.466051125612225
121.13172778521576,36.68508330091653,6.882781980102703,50.14391167061214,58.94494805247207
55.57861855309373,35.08257576792706,7.113767709602158,40.320776267421856,40.068185132993804
39.75773894779193,34.324918539226694,6.796505259239051,65.42071206484161,47.37672093463579
172.33283058799998,37.970327181951056,6.687423556294528,52.63362178955846,49.567957923360915
174.8448049611839,34.6248060317224,7.235507380074285,72.61086644924671,41.66464428345866
151.25960221746917,37.95368397585393,6.6791748987269655,52.612634878966524,55.32878292817426
75.6920653760056,37.909119730265786,6.817105116063668,34.2957448003958,52.788116445206924
44.65081710095758,37.17527241563216,7.284087537597952,71.06551293392867,48.35373220136249
132.63495397682354,36.63769184832799,6.877175429662934,53.43314269580264,54.75457819222715
96.0228740609402,36.31122820100434,7.378436279611329,32.41046228861367,51.054916603610856
48.30573522671682,37.464406181511336,7.383787467819088,57.410468597373324,44.89627666242234
